id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
0.0,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,9.876755868747153e-05,1e-15,1e-15,1e-15,1e-15,1e-15,0.0008147679022621644,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.012181969062275725,0.36303807407769473,0.3294680268592072,0.0020554535403600744,0.03964957671990328,0.4065979737026492,0.41964497687869273,0.010624472638242007,0.40137996126036285,0.37995053627018416,0.44720609302750935,0.0010240040053048868,0.01717197235028625,0.10445880579445954,1e-15,1e-15,0.06900288162747673,0.05633791622098005,0.009514898369846491,0.0935766058614702,0.4675922443317426,0.041155061606323005,0.0060969843005589065,0.2389554799632377,0.031048324019143606,0.026776318439340925,1e-15,0.22005255285673717,0.012239921314682005,0.17263412499498,3.0477963475788273e-05,0.5001409162231296
1.0,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.06035410893313597,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1.0547124177808381e-15,1e-15,1e-15,1e-15,0.018668446735716514,0.22018755958386266,0.20855532096619317,0.005009694412518193,0.0802659433066674,0.20666863748050512,0.25430497706723154,0.011102816508332756,0.19478710455233375,0.1803835105270616,0.23863717678288168,0.0018768390465629182,0.015072354423462244,0.12851506151254335,1e-15,1e-15,0.08612404227769108,0.13263459464532099,0.014842422803342113,0.08553555690323887,0.2324118015306175,0.0628431664739062,0.005713882072557355,0.15593915060654168,0.0164276338485325,0.017450284206771,1e-15,0.18658988035045207,0.007581799060347385,0.1527350346539274,0.0004689223240695516,0.2599773856433996
2.0,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.001612965301421668,1e-15,1e-15,1e-15,1e-15,1e-15,0.0034461663440461497,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.007515631275157818,0.12002841851034472,0.11631132272502419,0.0003194842127232736,0.02743232989877268,0.10800580662520869,0.10405618232829489,0.007784733238847985,0.1036911544697968,0.09048168755488985,0.12809134012616083,0.0010844593976584065,0.019049127467120154,0.09369899515238937,1e-15,1e-15,0.043180720158854734,0.08873376094298362,0.010309120075145952,0.04148273409809518,0.154099717295528,0.047504720691364855,0.003546850557911629,0.07472956468744209,0.009810457854929061,0.011979592028273226,1e-15,0.10563380113531406,0.007667638546822417,0.06553428735564445,0.000495036740955393,0.11917614302562529
3.0,1e-15,3.8156055135922065e-05,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0004368169816571193,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1.817374054066343e-15,8.927705008483694e-13,1e-15,1e-15,1e-15,0.00014709285482043566,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0011131199936361964,0.10595001174591645,0.33763322236850046,0.32257501083726264,0.019239816542352323,0.4398102553570957,0.2574632832765968,0.3655872867642426,0.031177034688725368,0.2213468153783165,0.22552120664287215,0.3350612553776082,6.8112423510406e-05,0.06624992104980922,0.3154029863700991,1e-15,1e-15,0.2452780595439719,0.37134682185407614,0.07860219280584539,0.22565459640199775,0.2689267541736496,0.20679608905360222,0.014337977974056677,0.2848384534685821,0.013804958773954882,0.009378485717837734,1e-15,0.3682115554809681,0.02941842189906655,0.39623253733638947,0.002388909602773756,0.3162232468856522
4.0,1e-15,7.486836961312492e-12,0.0005965468483488229,0.0006357574287236554,1e-15,1e-15,1e-15,1e-15,1e-15,1.0763305380414987e-06,1e-15,1e-15,0.0001016006884524344,1e-15,1e-15,0.0027255203056989153,1e-15,9.116017673885439e-15,1e-15,1.8776294521952995e-15,1e-15,1e-15,1e-15,6.99719049797447e-05,1e-15,1e-15,1e-15,1e-15,1e-15,2.653313252284688e-14,1.6849916849552583e-13,0.08326984959727364,0.01361495767610905,0.19085643004857633,0.15657958572703107,0.006641421033291811,0.1353871343047394,0.13850134611747583,0.24380149176827187,0.010095478091721908,0.12264201627300172,0.11081435428023712,0.17681330900426953,0.0006529177775115942,0.02760365715311986,0.14683864236654173,1e-15,1e-15,0.11510855253051555,0.23996244282425508,0.01412784460408387,0.11331242364565462,0.15984425068784666,0.07308763862333968,0.004990787468415906,0.13265967239487347,0.012962463892737763,0.013568837998464995,1e-15,0.17635648948542823,0.009919357061920177,0.1722430000200386,0.0005871334831160736,0.18593013381767648
5.0,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,2.1287505238799105e-09,1e-15,1e-15,1e-15,1e-15,1e-15,3.855937429407795e-07,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.04664193421852115,1e-15,1e-15,1e-15,1e-15,4.1793664614507424e-14,1e-15,1e-15,0.05349105616584479,0.015852783256033395,0.18872572686378047,0.19031964852947547,0.005644715232488942,0.12098204534566924,0.13085795644755074,0.21943718046385513,0.00754374614228666,0.1114849782876743,0.09910524426517303,0.17525178518717022,0.0006474245388819648,0.02165728415399485,0.17963082488519738,1e-15,1e-15,0.11451992108095778,0.2085915432933098,0.008313360802161914,0.10576860636533343,0.13708141643758992,0.08493868764680519,0.002752131463525191,0.1473187364200189,0.010922255674056679,0.006878801406514022,1e-15,0.23590115463456868,0.0025504783012781193,0.16369763636128967,0.0004972190441010735,0.1949558626883846
6.0,1e-15,0.002121835312896433,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0014142845094464865,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.002333672065872822,0.000637309906679079,1e-15,1e-15,1e-15,1e-15,0.0002748516488832639,1e-15,1e-15,1e-15,1.0954023001343527e-15,1e-15,0.0006659073532410348,1e-15,0.009589571757377471,0.01322417907313955,0.1538639211325839,0.11917922594701398,0.0057852655287305415,0.11375467134481893,0.1110655736778206,0.1856178710191531,0.005713692628170413,0.08336006670176714,0.07608494336991382,0.14822371764413614,9.609964533478999e-05,0.014739759526280516,0.1184744442546368,1e-15,1e-15,0.11417432995431352,0.2097711195435594,0.010082109904668965,0.10430408214824036,0.12993427915688455,0.05888338682440237,0.004543683188941779,0.10421365499279467,0.00961720929995119,0.0070721438628650974,1e-15,0.13353133634393685,0.007887115978173782,0.16291027007181855,0.0007783502179933252,0.12693016893667428
7.0,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.15356235191443623,1e-15,1e-15,1e-15,1e-15,1e-15,1.589639008445294e-09,1e-15,1.2874140983737066e-11,1e-15,1e-15,1e-15,1e-15,1e-15,1.0477456244444847e-13,1e-15,1e-15,1e-15,1e-15,3.3599041823074995e-15,1.2329965499785153e-15,1e-15,0.012816457519417004,0.03887387695437738,0.25868232856955997,0.24520380456108373,0.007516133931260871,0.7402127930618991,0.2823164865601751,0.27298739645907694,0.017123383961636866,0.29385871086926174,0.32855736288673437,0.3256675672777155,0.00027926021791144955,0.03725440911035838,0.2606300886291711,1e-15,1e-15,0.1648055717497582,0.2610005939610636,0.01873046278413587,0.18112873653570843,0.32376226192480195,0.12239375987567866,0.009083401625049455,0.3090031635797691,0.005680230052018571,0.044157849019641135,1e-15,0.27909319606587707,0.006984326097070697,0.2539780991000309,0.0014751344529537432,0.2648313181052199
8.0,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,6.117649232332296e-14,1e-15,1e-15,1e-15,3.0065087796133326e-15,1.781325320749336e-15,1e-15,1e-15,1e-15,5.095282584198261e-05,1e-15,1e-15,1e-15,1e-15,1e-15,1.468764320291071e-15,6.791847768159985e-15,0.07949165177346633,0.11413404531075717,1.0873839956339657,0.9521120544214671,0.010306683277731389,0.33392741133759996,1.5353117770310296,1.1246480630686015,0.04457550742708873,0.7545061677898028,1.1054241559902533,0.8602070668484721,0.02653387953541144,0.09890699741239763,1.075374686430541,1e-15,1e-15,1.5528052983770544,0.5799878490595322,0.12895472011697687,0.8210867725928777,0.9622249227305899,2.3527718411347287,0.027030696099460925,1.589634367431487,5.095774863407878,0.1010075913848941,1e-15,1.5071081677430633,0.11714017926400518,0.712676993050717,0.0037073515345086615,0.9821555652246758
9.0,1e-15,1e-15,1e-15,5.099453297658297e-09,1e-15,1e-15,1e-15,1e-15,1e-15,0.0002884344371960903,1e-15,1e-15,1e-15,1e-15,1e-15,0.0006534991260606114,1e-15,1e-15,1e-15,5.3303340676644096e-05,1e-15,1e-15,1e-15,1.8433201740140596e-05,1e-15,1e-15,1e-15,1e-15,1e-15,1.4509442784165038e-11,1e-15,0.0016961833995547027,0.02468860625254454,0.2144778240363608,0.1909704710824526,0.00501285111274021,0.3673986854530731,0.1911948418288803,0.24501348316456792,0.010008984233456324,0.17961884268402356,0.19024943919699172,0.23555461768962943,0.0008576790035224921,0.020464810830277184,0.16358516896306927,1e-15,1e-15,0.12830711822611476,0.1965197467661226,0.013561863809164335,0.13387702086697117,0.20762935491584913,0.07274208623166149,0.006843623199578745,0.19289514110895203,0.01470018882573994,0.024537597338083625,1e-15,0.205017405034947,0.011012347801185688,0.2098095628657267,0.0009276197816378899,0.21212219321959422
