id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
0.0,5.840388769875132e-10,0.00030926466630764747,1e-15,1.2528646345461636e-07,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1.6124516430952883e-11,1e-15,2.0929228609685497e-14,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,5.5810468674180997e-05,1e-15,1e-15,1e-15,1e-15,0.0011664623394359503,0.0009517321289110217,1e-15,1e-15,1e-15,0.0025269901132773907,1e-15,0.14276731353284886,1e-15,0.2907893226121817,0.06281604971658075,0.17696674689017097,0.30994432309412207,0.04208044423512322,1e-15,1e-15,0.14153991404781646,0.0026112396367853497,1e-15,1e-15,0.18273140421263587,1e-15,0.007510125621091525,0.0700881466692319,1e-15,1e-15,0.8269961550138255,0.026116876774547597,0.028261662835734072,0.555220481687612,1e-15,1e-15,0.39851943502315557,0.3589348313942607,0.2369952290454122,0.10654031617875719,1e-15,0.06685644960651103
1.0,0.0011630845501314458,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,4.070663474899279e-06,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0003276962491254214,1e-15,1e-15,0.0009251062236570377,1e-15,0.0003291908429376096,2.564912832358425e-14,1e-15,1e-15,1e-15,0.008352833999087496,0.3751851477261429,0.34951183643058575,0.19144199471922752,0.18561823553377182,0.23725850840358617,0.31583381276912237,0.13183298359790496,1e-15,0.2420166114552672,1e-15,0.030022437638632396,0.023543908334016487,1e-15,0.09371386259338334,0.22653279884118294,0.2834882052606854,0.1834492545614834,0.2697956082724005,0.013151105062795971,1e-15,0.403787726639095,1e-15,1e-15,0.6682581150101843,0.15344232140598907,0.21678935449119852,6.234794516701393e-10,0.11391199326905854,0.07471015610223,0.06831924303505142,0.5525209478237643,0.08366710395279313
2.0,9.154553210064328e-05,1e-15,1e-15,3.475336775895166e-11,1e-15,1e-15,1e-15,1e-15,1e-15,0.0007806901431395094,1e-15,0.000719215663579168,1e-15,1e-15,0.00048023481005349657,1e-15,1e-15,1e-15,1e-15,2.8233570480019106e-05,1e-15,0.0003886867580887921,1e-15,0.00041340717413582026,0.0006557170759304095,1e-15,0.00023573830561245522,1e-15,1e-15,4.134343791592269e-11,0.0004349685292056142,0.002660890341741759,0.127060540035203,0.08101415924672373,0.11162869537580261,0.07357132956899645,0.04614872197621976,0.20774734043234483,0.10213270983599756,0.4616709334496472,0.09951099768347459,0.17738253022364317,0.5452940083453023,0.014111336382223803,0.14823388970071738,0.01802012523548268,0.0809557576959885,0.0819232601562922,0.14320684244667314,0.049055510788439796,1e-15,1e-15,0.1852559680622908,0.1187673702050056,0.3540984314300032,0.2070209735183908,0.06228214968970441,1e-15,0.06432461773498857,0.0726439605857275,0.07614614256681834,0.3808513539552589,0.07899878531263543,0.0348822153367039
3.0,0.0003357524519638895,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0005711008892529228,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0002033479023252024,1e-15,0.000553339436012769,1e-15,1e-15,1e-15,1e-15,0.0003670050666200164,4.3072265792409927e-07,1e-15,1e-15,1e-15,0.003006086731181269,0.4254668036181586,1e-15,0.34145910747849945,0.4546969497274479,3.1310621269192624e-06,0.060241003457207426,0.15389603728975051,0.007623948842142379,0.6011831911290084,1e-15,0.3927114424169402,0.020489369589447495,1e-15,0.04826672157950938,1e-15,0.40314291481732567,0.314305130931752,0.006646708378829037,1e-15,0.017744627821370783,0.8191524519261629,0.18665372125598054,0.005373439766327996,1e-15,0.21744996194205912,0.4531130240602869,0.027881966069881376,0.3353516497786844,0.12748005550312688,0.269874484251927,1e-15,0.03102022857561508
4.0,1e-15,0.0002947931660069933,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0008468348907882934,1e-15,6.607775078478829e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0001828313210621206,1e-15,1.1922458215780992e-07,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0002109554146156824,1.5151304799807208e-15,0.00016540470037785607,1e-15,1e-15,0.0008503157979398795,1e-15,0.11296047023018156,1e-15,0.20904356098731283,0.054166788908518934,0.40551356737168925,0.23642585020109447,1e-15,0.4160783030644026,1e-15,1e-15,0.013783728162197455,0.019106789879074555,0.042941917529619004,0.1881326462626513,0.07894240600947472,0.5789986210339806,0.14931773970372006,1e-15,1e-15,0.4212595113135547,0.3784397737703761,1e-15,0.3022403705175114,0.12728928142432197,1e-15,1.5817292270829737e-15,0.1387101492259889,0.15774538146273087,1e-15,0.20186367141255268,0.05231636340127072
5.0,0.00031354240518107694,5.230296259008653e-12,1e-15,5.328967529759511e-07,1.0518443316169194e-12,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0001474628712467064,1e-15,1e-15,1e-15,1e-15,1e-15,0.0005142922348940154,0.0011786739271943565,1e-15,1e-15,1e-15,1e-15,0.004154043101479066,0.23134192967976866,0.04769929699929925,0.5762542294383519,0.18352177927492333,0.008529322904465586,0.6702188876378418,1e-15,0.22538087399990203,0.6292817771219835,0.050728650572944324,1e-15,0.0018398445429654944,0.34915305969031046,0.053448262052094964,1e-15,0.5881078143144345,0.6058401640261115,1e-15,1e-15,1e-15,0.32221637672617764,1e-15,0.16789880753883127,0.18086711382284484,1e-15,0.08065073212015281,0.0015304744892416025,0.1323183023274948,1e-15,1e-15,0.11594459493970855,1e-15
6.0,0.0005627579555172044,3.562590316018294e-07,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0001852319336046813,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,6.751120506439333e-05,1e-15,0.00023579032585041215,1e-15,1e-15,1e-15,1e-15,6.51885563860589e-05,0.00046946943746659943,1e-15,1e-15,1e-15,0.002878654700992879,0.187369558055086,0.07615065356796287,1e-15,0.14593303583196077,0.023740800332679383,0.2810112622013155,1e-15,0.2746608917924606,0.22168456334060352,1e-15,0.3811767037343993,1e-15,0.15435334869498113,0.01438415141151803,0.1219043206355303,0.022945156657734625,1e-15,1e-15,1e-15,0.024326881031559448,0.3533662975899793,0.2988174301205462,0.20351774200144224,0.29560547504906615,0.12241475740372343,1e-15,0.13118074669737714,0.15829192942832984,1e-15,0.2632796782351623,1e-15,1e-15
7.0,0.0008615954149072862,1e-15,1e-15,0.00018771045722244155,1e-15,1e-15,0.00037497436082029354,1e-15,0.00013936929581266335,0.0005251619845459715,1e-15,1e-15,1e-15,0.0003633829355443301,1e-15,1e-15,1e-15,0.0005176595023971242,1e-15,4.870685207383487e-07,1e-15,1e-15,0.00024588465962387265,0.00016784713202844432,1e-15,1e-15,1e-15,1e-15,1.8709387083941716e-08,3.0586492493175397e-12,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.10578414700543685,0.1795438672158565,0.08208114077914573,0.35466269290123154,1e-15,0.6361779735529027,0.0034352549362241776,1e-15,0.027049080738995018,0.07354131038757662,0.08608576954095055,0.07267907770130067,0.0008498061391343917,1e-15,1e-15,0.002425548070231282,0.3666735304168137,0.06058395521394606,1e-15,0.13938740585795234,0.1113696068677479,1e-15,0.0028253015780124293,0.14718762572106298,0.43526540777312217,0.570241991055785,0.03576006280638994
8.0,0.0008613818009981595,1e-15,1e-15,0.00018820026308875827,1e-15,1e-15,0.00037434633121359383,1e-15,0.00013930665524024621,0.0005226613029131805,1e-15,1e-15,1e-15,0.00036347591886092814,1e-15,1e-15,1e-15,0.0005179302025605817,1e-15,2.2929382036375565e-07,1e-15,1e-15,0.0002459412320880981,0.00016942068061496406,1e-15,1e-15,1e-15,1e-15,2.550398781085304e-08,3.118342768246825e-12,1e-15,1e-15,1e-15,0.24796368617967796,0.0033680246167009996,0.09038528081984624,0.024538890297174595,1e-15,0.38548209065496714,0.10982566652549887,0.5619018617863704,1e-15,1e-15,0.028159877932187653,0.315541239359723,0.05440642954486209,0.18735329015392582,0.40204767505725586,0.5655720130806337,1e-15,1e-15,0.09140729001173678,0.1499095380979496,1e-15,0.0819479023548657,0.9788987473911666,0.21024230035757632,1e-15,1.7284959991593057e-07,0.06157563380791938,0.32312273181782947,1e-15,1e-15,0.10460549574158712
9.0,0.0008615173161097092,1e-15,1e-15,0.0001876436730044346,1e-15,1e-15,0.00037493168540955263,1e-15,0.0001394356356190206,0.0005253344117531936,1e-15,1e-15,1e-15,0.0003633548304260073,1e-15,1e-15,1e-15,0.0005175205968706114,1e-15,1.062746838716478e-06,1e-15,1e-15,0.0002458384427177697,0.00016763083520801236,1e-15,1e-15,1e-15,1e-15,1.7634223405759506e-08,3.0523287466444238e-12,1e-15,1e-15,0.013403054916313311,0.22063475541296698,0.0012436685827069537,0.22476287080154378,0.22782271073274182,0.10365883681680664,0.3675746441917601,0.10560263171005937,0.5007307213360138,0.31209439358462604,0.1799919685862802,0.006253170928759421,0.1855611567103763,0.10804404626618572,0.38205604096507984,0.4196680430823079,0.050954101926582694,0.25042712466442374,0.015933795522807073,0.024672256610807852,0.6945983775838095,1e-15,0.07603485804980752,0.2715068146970907,0.0018426018390238826,0.20778068555731552,0.3151445956766238,0.26364960222960976,0.26271428102539296,0.1698676486851272,1e-15,0.10553063256440039
